지방청,관서,발생건수(2017년)
전남,전남목포경찰서,9875 
전남,전남여수경찰서,9211 
전남,전남순천경찰서,8619 
전남,전남나주경찰서,2803 
전남,전남광양경찰서,4220 
전남,전남고흥경찰서,1526 
전남,전남해남경찰서,1738 
전남,전남무안경찰서,1971 
전남,전남장흥경찰서,1171 
전남,전남보성경찰서,882 
전남,전남영광경찰서,1419 
전남,전남화순경찰서,1172 
전남,전남함평경찰서,671 
전남,전남영암경찰서,1691 
전남,전남장성경찰서,1088 
전남,전남강진경찰서,905 
전남,전남담양경찰서,1101 
전남,전남곡성경찰서,719 
전남,전남완도경찰서,1521 
전남,전남진도경찰서,934 
전남,전남구례경찰서,655 
경북,경북경주경찰서,8314 
경북,경북포항북부경찰서,8734 
경북,경북포항남부경찰서,8074 
경북,경북구미경찰서,15321 
경북,경북경산경찰서,7062 
경북,경북안동경찰서,4741 
경북,경북김천경찰서,3780 
경북,경북영주경찰서,2522 
경북,경북영천경찰서,2906 
경북,경북상주경찰서,2312 
경북,경북문경경찰서,1879 
경북,경북칠곡경찰서,4686 
경북,경북의성경찰서,1054 
경북,경북청도경찰서,1125 
경북,경북영덕경찰서,1363 
경북,경북울진경찰서,1417 
경북,경북봉화경찰서,499 
경북,경북예천경찰서,713 
경북,경북성주경찰서,1197 
경북,경북청송경찰서,590 
경북,경북영양경찰서,363 
경북,경북군위경찰서,471 
경북,경북고령경찰서,729 
경북,경북울릉경찰서,209 
경남,경남창원중부경찰서,8787 
경남,경남창원서부경찰서,6555 
경남,경남마산중부경찰서,4751 
경남,경남마산동부경찰서,6301 
경남,경남진주경찰서,10275 
경남,경남김해중부경찰서,11490 
경남,경남김해서부경찰서,6847 
경남,경남거제경찰서,9363 
경남,경남양산경찰서,8273 
경남,경남진해경찰서,5169 
경남,경남통영경찰서,4997 
경남,경남사천경찰서,3233 
경남,경남밀양경찰서,2878 
경남,경남거창경찰서,1388 
경남,경남합천경찰서,1109 
경남,경남창녕경찰서,1701 
경남,경남고성경찰서,1697 
경남,경남하동경찰서,948 
경남,경남남해경찰서,907 
경남,경남함양경찰서,973 
경남,경남산청경찰서,754 
경남,경남함안경찰서,1800 
경남,경남의령경찰서,579 
제주,제주동부경찰서,12931 
제주,제주서부경찰서,10255 
제주,제주서귀포경찰서,8182 
