지방청,관서,검거건수(2010년)
충북,충북영동경찰서,1286 
충북,충북괴산경찰서,1337 
충북,충북단양경찰서,844 
충북,충북보은경찰서,706 
충북,충북옥천경찰서,1112 
충북,충북음성경찰서,3576 
충북,충북진천경찰서,1725 
충남,충남지방경찰청,339 
충남,충남천안서북경찰서,7882 
충남,충남천안동남경찰서,6980 
충남,충남서산경찰서,6021 
충남,충남논산경찰서,3957 
충남,충남아산경찰서,5625 
충남,충남공주경찰서,3698 
충남,충남보령경찰서,3846 
충남,충남당진경찰서,4451 
충남,충남세종경찰서,2165 
충남,충남홍성경찰서,2214 
충남,충남예산경찰서,2155 
충남,충남부여경찰서,1630 
충남,충남서천경찰서,2383 
충남,충남금산경찰서,1289 
충남,충남청양경찰서,724 
전북,전북지방경찰청,397 
전북,전북전주완산경찰서,9667 
전북,전북전주덕진경찰서,9042 
전북,전북군산경찰서,8571 
전북,전북익산경찰서,11149 
전북,전북정읍경찰서,3050 
전북,전북남원경찰서,2590 
전북,전북김제경찰서,2248 
전북,전북완주경찰서,2409 
전북,전북고창경찰서,1395 
전북,전북부안경찰서,1511 
전북,전북임실경찰서,592 
전북,전북순창경찰서,555 
전북,전북진안경찰서,561 
전북,전북장수경찰서,518 
전북,전북무주경찰서,696 
전남,전남지방경찰청,211 
전남,전남목포경찰서,10843 
전남,전남여수경찰서,9506 
전남,전남순천경찰서,10101 
전남,전남나주경찰서,3128 
전남,전남광양경찰서,4359 
전남,전남고흥경찰서,1839 
전남,전남해남경찰서,1989 
전남,전남무안경찰서,1559 
전남,전남장흥경찰서,1278 
전남,전남보성경찰서,1295 
전남,전남영광경찰서,1350 
전남,전남화순경찰서,1790 
전남,전남함평경찰서,921 
전남,전남영암경찰서,1907 
전남,전남장성경찰서,1265 
전남,전남강진경찰서,1152 
전남,전남담양경찰서,1151 
전남,전남곡성경찰서,759 
전남,전남완도경찰서,1154 
전남,전남진도경찰서,946 
전남,전남구례경찰서,872 
경북,경북지방경찰청,660 
경북,경북경주경찰서,8221 
경북,경북포항북부경찰서,9068 
경북,경북포항남부경찰서,7915 
경북,경북구미경찰서,14707 
경북,경북경산경찰서,6728 
경북,경북안동경찰서,5413 
경북,경북김천경찰서,3826 
경북,경북영주경찰서,2842 
경북,경북영천경찰서,3502 
경북,경북상주경찰서,2706 
경북,경북문경경찰서,1851 
경북,경북칠곡경찰서,4780 
경북,경북의성경찰서,1547 
경북,경북청도경찰서,1063 
경북,경북영덕경찰서,1020 
경북,경북울진경찰서,1194 
경북,경북봉화경찰서,815 
경북,경북예천경찰서,954 
경북,경북성주경찰서,1571 
경북,경북청송경찰서,714 
경북,경북영양경찰서,390 
경북,경북군위경찰서,541 
경북,경북고령경찰서,877 
경북,경북울릉경찰서,134 
경남,경남지방경찰청,849 
경남,경남창원중부경찰서,8720 
경남,경남창원서부경찰서,6603 
경남,경남마산중부경찰서,5973 
경남,경남마산동부경찰서,7415 
경남,경남진주경찰서,11209 
경남,경남김해중부경찰서,10707 
경남,경남김해서부경찰서,6105 
경남,경남거제경찰서,7558 
경남,경남양산경찰서,7667 
경남,경남진해경찰서,4562 
경남,경남통영경찰서,6527 
경남,경남사천경찰서,4637 
경남,경남밀양경찰서,3242 
경남,경남거창경찰서,1615 
경남,경남합천경찰서,1226 
경남,경남창녕경찰서,1759 
경남,경남고성경찰서,1829 
경남,경남하동경찰서,1366 
경남,경남남해경찰서,1318 
경남,경남함양경찰서,1009 
경남,경남산청경찰서,934 
경남,경남함안경찰서,2521 
경남,경남의령경찰서,909 
제주,제주지방경찰청,242 
제주,제주동부경찰서,8185 
제주,제주서부경찰서,7824 
제주,제주서귀포경찰서,5002 
